username,attention_score
spoilerbull,469.3370967302599
Sugilico3,4.659376973975835
tobific,1236.5821027350105
Uncle_vor,71.17166937762028
underoakeyebrow,0.0
v1z1337,24.83192959764523
VideHaldorsson,2550.8008467043464
web3onyx,42.95741205092595
wyckoffweb,593.0600409139314
Yacine_mnrd,116.58443260604014
0x70626a,737.7062878274938
0x_Abdul,5635.438921451318
0x_yash21,748.68172692649
0xAbhiP,7738.69349781798
0xfravashi,677.2714487839478
0xGrimjow,926.211991628245
0xMoei,1362.0227056199724
0xNarb,1754.1464262798825
0xRyze,841.0623099370177
0xSins,824.0420211440318
1stBenjaNAD,922.122413931858
_gvan,2295.525713800142
_jhunsaker,3080.406708096652
aadvark89,3335.0606455284083
akachacolate,1898.5374861215305
AshleyDCan,2035.457546945327
Auri_0x,2711.1495920715447
be_kindplss,150.74816296243512
bigdsenpai,697.8588485000505
billmondays,530.9571786999072
blancxbt,4040.9939878917457
BoxMrChen,1270.6429132430935
BR4ted,1833.2253481064092
brave_raf,1170.0324091352936
buntyverse,990.924126924396
chang_defi,5368.147079115837
coopernicus01,5736.917395185325
cozymaximalist,2716.876225143652
CryptoKaleo,8799.242873731946
cryptunez,7764.792467001825
davidonchainx,2017.8197173539609
Deebs_DeFi,2688.786553095169
FabianoSolana,4809.464220267277
FitzYap,1543.946119055882
glennonchain,2097.6113869456844
Grantblocmates,5678.855874624197
GuarEmperor,685.4246533329609
happysubstack,2082.849652431229
Harveycww,377.8781343077043
hosseeb,26664.71256726119
intern,9885.460341839042
internbrah,794.1574351383194
jinglingcookies,4681.638408968687
JohnWRichKid,562.5869495175372
keoneHD,12325.739813993268
Khallid4397,5051.212543188442
kryptobaby777,1457.2353499744586
lulu70191243,853.9502282090339
MadVincent666,1865.714241308972
mdudas,27420.483263667524
michael_lwy,1014.403231028892
MonkeyCharts,1995.018151790458
mztacat,1178.0572475417994
naruto11eth,8817.318430788098
notpopnad,615.9651581811569
notthreadguy,13367.22652774379
opendanny,459.3774475373466
Rahim_mahtab,2775.874159136886
redhairshanks86,8393.375260772906
sailorninis,86.99986556394958
sing_me_a,395.2404692291068
sungmo_nad,463.3393377941279
TakayamaJoe,2018.806145805042
thetinaverse,812.4516423511657
thisisfin_,20.59318019272393
ThogardPvP,2563.914893828756
toghrulmaharram,7844.023316964484
wabdoteth,2288.688814511173
wagmigently,2048.2735741216543
zayn4pf,1122.4831761421335
0xchainBob,166.8556393211219
0xdetweiler,3484.468789426066
Alexander_divi,156.7167807785357
Alvin0617,5544.512545793462
Arashseyf,173.86211725339555
avni87744,48.21089174755024
BeeOnGrid,19.012500404340784
branovic1i,15.196905641871703
builderic,12.823377999342382
CRYPTOAD00,45.5504477080318
CryptoGamer1834,11.015065800519986
CryptoGideon_,1476.0356910458609
CryptoMichNL,2116.972920508708
darwhizzy,78.26306117240271
depinfluencer,14.1266197756148
favour_okeja,210.7677288196176
gkisokay,1622.0949045717318
GUJJUIIXI,248.08765456191225
itzdezydank,136.0729348263173
Joepcxc,43.15224830887055
JuvidX,33.13422024286691
Kaffchad,1067.4129762671826
keepyourpixel,50.87714898993176
kevin0608x,46.10868034227597
KookCapitalLLC,11748.74217924361
KryptoInsider1,181.0915503228424
leonidas_xyz,130.92344233841385
LexSokolin,1088.8389087399105
monitalan,786.3077099013917
notjazii,388.0739103343696
peaq_james,12.877062313402178
PumpHustler,187.131905266362
rbthreek,4314.522264175655
RXu107,740.331461278836
Scaevola_XI,194.0168886973669
SheikhSilicon,2663.049782686536
ShinyNfts,60.46411275751857
SunshineGinGirl,25.309551373333957
Telcier,617.7441937746377
TheTetherman,1726.486343392013
ustyianskyi,90.01285424625407
vincentpeaq,20.93136046033789
VitaliiTrade,40.68371476588455
web3enjoyoor,74.78748046473244
Wezaverse,610.9145206524738
zerokn0wledge_,2877.5276493611523
0x99Gohan,631.956760829361
0xWorkhorse,542.2621549303035
7316,1572.5208511466374
_matisei,265.96813820965264
_osten,443.9639227369297
admen_vc_2,907.6168365430556
ArielChoii,90.85391979409052
bandosei,543.3743230002677
CampbellEaston,1739.4614675902233
ChadHugghins,256.69241591262823
Cyber_Warriorr,558.0231516035765
defi_mago,551.5195390631251
Defi_Warhol,3515.1222194035686
DeRonin_,1596.260607828434
DRbitcoin36,744.9416593569478
ec_unoxx,616.7511414904052
ElonTrades,392.11587050892047
enesonchain,1281.2895114176963
FabiusDefi,928.5003748817044
gigiz_eth,1231.0648988138537
Goldchau_eth,213.26746016552377
Gummybear1771,506.3855459294488
HarisEbrat,521.5378271052713
jayendra_jog,1767.6146332727376
lijiuer1,2119.628853574026
LSDinmycoffee,2266.2564980894654
manyaaww,547.0198103007791
MarcShawnBrown,1306.5082165299464
Moon1ightSt,2586.722345930391
MuroCrypto,1062.093222578972
nbdieu,460.863959172243
NekozTek,1779.4076374776175
Only1temmy,1923.0017925918871
phillip_xyz,2014.6347202922848
rayrayweb5,1045.22793456489
Recently_Rugged,117.16210294503108
RiddlerDeFi,1161.4544375703597
rtk17025,715.8580020910155
Ryuzaki_SEI,277.1769158679074
sell9000,342.06427639012526
Seymirel,925.932642467765
SheTalksCrypto,434.8584999281684
shockermandan,426.6027349007581
Tanaka_L2,1889.3631197206007
tezukaTez,1209.901372539588
TrycVerrse,206.94581881682635
vascodm_,215.4866470879113
YashasEdu,2634.8259097389923
yummmycrypotato,437.52158153521583
yuyue_chris,10227.413605081623
0xmozzy,239.05522259242335
0xPaulThomas,646.8829044784878
0xRory,414.2566204755265
AirdropKor_eth,709.506150630103
aleksamil_,2.3945396360333566
allysonnewell,223.461851375023
apixtwts,5180.612174742081
ArtificialSham1,336.1563794645229
asedd72,397.22113030360345
Capetlevrai,1061.086900958376
cherrycoco_6468,701.3840559747658
crazino87,323.4611592950187
cryptoleon_xyz,3908.905956097534
Dashke_witch,279.75334363594646
EasyEatsBodega,14900.207077351151
eeelistar,6660.786708392035
Emma_Odia,24.1469306158871
FFVV1211,6315.313683528126
flarrs315,1084.2667163151443
HermanNarula,457.9596815085843
HumzyTrades,242.1888586571136
ironsidecrypto,83.79823927731563
islakwcterlii,466.385621818124
Jakeronthia_,228.54848668320872
jundeu00,128.65600997531942
kaitoxbt,284.5935018340105
keenn_eth,221.39688051019832
koolcryptovc,471.31591858591526
LearnerBR,223.09396424367085
lokithebird,4945.9292035059225
MartinHo99999,754.9881473888198
mbexbt,433.8654529650542
murmurnika_,25.727241878203785
PixOnChain,9888.666169350705
quanm2831,659.9621229845541
SanjayWeb3,2584.0570830208503
SaulWgmi,225.3698472727182
selim_jpeg,262.75789260360045
seongmoolee,592.4269069374614
sikiri0,651.4286824528807
SpikeCollects,1038.8572132789802
SquiddyNFT,391.6202614515211
TheBullishTradR,600.5397516902387
tradesgiving,340.7846510747376
Truunik,448.2883256372037
world_invade,574.3803484202118
WY_mask,2542.851340840087
yawaradoteth,996.6794347025613
yellowpantherx,4660.27033422866
0xCheeezzyyyy,4500.925478677564
0xDoubleSharp,45.8381452783189
0xgmsonic,0.0
0xRoninSam,13.702020197270803
0xseg,276.9425149953999
0xtheblest,12.410540033097153
0xyukiyuki,424.3069319263949
8BitSam_,113.3761584892638
_0xCB_,54.77967314340379
_Crrown,35.201472262486284
_lfausto,756.0565253471046
acryptoniano,4.129487447795637
AndreCronjeTech,4646.0328715530295
bartender_loopy,202.1973174477279
block_ecologist,120.74500177454944
BriefingAnon,43.504968622995285
Ceazor7,1455.6232645852344
chemacs,143.34659209235926
CoinSurveyor,72.6341227388088
Crypto_blub,138.2623912167737
cryptohuntzman,44.74264562655427
cryptomoge,13.985967156439257
Cryptoyieldinfo,3002.230221013396
danielesesta,5282.543192259198
Defi_Maximalist,156.6177758097422
DoctorDeFi,1232.8121800060967
donggu_1,12.004115479612189
DraculaPresley,185.39601219438975
etrouble562,871.704064722049
FantomFanatik,97.73697707526694
HalscionRose,125.3141906792634
heysoahri,356.6452171764825
HuntingAlts,96.25063515496358
iamcandyivie,33.70290187993922
IntelScout,244.31447237233743
itsAkz_,26.86064750355869
Jackcrypto4life,57.80857350559422
Jacktheoiler,179.62789932724624
JamHotJord,30.226488055455924
JohnnyTokens,18.47934687810336
Jonasoeth,1954.485820859499
KemarTiti,1351.1555361555777
kenodnb,2170.101204985024
KryptoKwack,47.9923976953498
matyv_7,81.69433837844299
mrdejie,12.00054789300955
NimeshOnchain,31.69931602251857
nomamesgwei,55.7057459688914
paintoshi,75.6944747252497
RandomBinarySEQ,56.74280346214136
